"Content","Info","Reference","Editor","Source Index","Source Timestamp"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}.","text","","BenFrantzDale","6","2007-04-29T14:57:23.000Z"
"\qquad","text","","BenFrantzDale","6","2007-04-29T14:57:23.000Z"
"(1)</math>","text","","BenFrantzDale","6","2007-04-29T14:57:23.000Z"
"That","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"know","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"<math>\lambda_{0i}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\mathbf{x}_{0i}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"for","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>i=1,\dots,N</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Now","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"suppose","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"want","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"change","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"matrices","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"by","text","","","-1","2016-12-20T06:25:05.543+01:00"
"a","text","","","-1","2016-12-20T06:25:05.543+01:00"
"small","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"amount.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"That","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"want","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"let","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>[K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[K_0]+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>[M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"where","text","","","-1","2016-12-20T06:25:05.543+01:00"
"all","text","","","-1","2016-12-20T06:25:05.543+01:00"
"of","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\delta</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"terms","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"much","text","","","-1","2016-12-20T06:25:05.543+01:00"
"smaller","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"than","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"corresponding","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"term.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"We","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"expect","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"answers","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"be","text","","","-1","2016-12-20T06:25:05.543+01:00"
"of","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"form","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}+\delta\lambda_{0i}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}+\delta\mathbf{x}_{0i}</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"==Steps==","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"We","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"assume","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"that","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"matrices","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"[[symmetric","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"matrix|symmetric]]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
"[[positive","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"definite]]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
"assume","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"have","text","","","-1","2016-12-20T06:25:05.543+01:00"
"scaled","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"eigenvectors","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"such","text","","","-1","2016-12-20T06:25:05.543+01:00"
"that","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>\mathbf{x}_{0j}^T[M_0]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta_i^j","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\qquad(2)</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"where","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\delta_i^j</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"[[Kronecker","text","","81.108.234.28","10","2007-12-02T11:10:23.000Z"
"delta]].","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Now","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"want","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"solve","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"equation","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>[K]\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Substituting,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"get","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>([K_0]+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K])(\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"which","text","","","-1","2016-12-20T06:25:05.543+01:00"
"expands","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>[K_0]\mathbf{x}_{0i}+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[K_0]\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":::<math>=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[M_0]\mathbf{x}_{0i}+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[M_0]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[M_0]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"::::<math>+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[M_0]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Canceling","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"from","text","","","-1","2016-12-20T06:25:05.543+01:00"
"(1)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"leaves","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[K_0]\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":::<math>=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[M_0]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[M_0]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"::::<math>+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[M_0]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\delta\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Removing","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"higher-order","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"terms,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"this","text","","","-1","2016-12-20T06:25:05.543+01:00"
"simplifies","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
":<math>[K_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\mathbf{x}_i+[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]\mathrm{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]\mathbf{x}_{0i}.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\qquad(3)</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"We","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"note","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"that,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"when","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"matrix","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is","text","","","-1","2016-12-20T06:25:05.543+01:00"
"symmetric,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"unperturbed","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"eigenvectors","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"orthogonal","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
"so","text","","","-1","2016-12-20T06:25:05.543+01:00"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"use","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"them","text","","","-1","2016-12-20T06:25:05.543+01:00"
"as","text","","","-1","2016-12-20T06:25:05.543+01:00"
"a","text","","","-1","2016-12-20T06:25:05.543+01:00"
"basis","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"for","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"perturbed","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"eigenvectors.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"That","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"is,","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"we","text","","","-1","2016-12-20T06:25:05.543+01:00"
"want","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"construct","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\sum_{j=1}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\qquad(4)</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"where","text","","","-1","2016-12-20T06:25:05.543+01:00"
"the","text","","","-1","2016-12-20T06:25:05.543+01:00"
"<math>\epsilon_{ij}</math>","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"small","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"constants","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"that","text","","","-1","2016-12-20T06:25:05.543+01:00"
"are","text","","","-1","2016-12-20T06:25:05.543+01:00"
"to","text","","","-1","2016-12-20T06:25:05.543+01:00"
"be","text","","","-1","2016-12-20T06:25:05.543+01:00"
"determined.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Substituting","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"(4)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"into","text","","","-1","2016-12-20T06:25:05.543+01:00"
"(3)","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"and","text","","","-1","2016-12-20T06:25:05.543+01:00"
"rearranging","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"gives","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
":<math>[K_0]\sum_{j=1}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\sum_{j=1}^N","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\epsilon_{ij}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"M]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\delta\lambda_i","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\qquad","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"(5)</math>.","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"Or:","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
":<math>\sum_{j=1}^N","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\epsilon_{ij}","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"[K_0]","text","","Bruguiea","12","2008-07-24T17:09:00.000Z"
"\mathbf{x}_{0j}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"+","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[\delta","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"K]\mathbf{x}_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"=","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"\lambda_{0i}","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
"[M_0]","text","","BenFrantzDale","0","2007-04-10T11:56:31.000Z"
